frame_id,track_id,x,y,w,h
321,1379,515,359,42,60
321,1374,704,354,39,50
321,1189,22,351,65,75
322,1379,518,361,39,59
322,1374,704,354,39,50
322,1189,19,349,66,76
323,1379,522,364,39,57
323,1374,703,354,40,50
324,1379,523,362,35,55
324,1374,703,354,40,50
325,1379,515,345,42,68
325,1374,704,354,39,50
326,1411,710,255,21,50
326,1374,703,353,40,50
327,1374,705,353,40,50
328,1421,184,275,29,78
328,1374,704,353,40,50
329,1432,404,383,45,127
329,1421,176,273,30,77
329,1400,336,399,68,142
329,1374,705,354,41,50
329,1365,222,278,31,75
330,1374,704,352,44,53
333,1455,327,369,50,125
333,1421,174,273,32,74
334,1455,330,369,46,118
334,1421,173,271,31,77
335,1455,342,380,42,110
335,1421,167,272,31,78
336,1455,345,378,39,105
337,1480,410,376,45,141
337,1455,347,375,39,112
338,1480,426,377,46,138
338,1479,141,270,28,83
339,1481,453,361,38,128
339,1480,413,383,53,137
339,1479,145,273,27,78
339,1470,206,281,23,63
339,1421,163,270,29,81
341,1470,210,276,26,70
342,1470,202,271,28,77
344,1499,306,360,49,135
345,1499,308,360,44,124
346,1521,388,359,45,134
346,1499,310,365,43,124
347,1521,390,353,52,141
348,1521,385,350,56,148
349,1521,381,353,54,144
350,1521,377,349,52,142
350,1499,310,364,44,121
351,1547,226,278,24,70
351,1521,375,353,51,138
351,1499,308,368,45,115
352,1547,226,280,25,73
352,1521,380,357,51,133
352,1499,316,368,48,116
353,1547,227,278,26,75
353,1521,369,358,51,132
353,1499,324,367,50,117
354,1547,229,279,22,67
354,1521,385,360,47,131
354,1499,322,367,49,122
355,1547,229,277,24,72
355,1521,390,361,48,128
355,1499,312,363,50,120
356,1547,225,274,25,74
356,1521,399,360,46,127
356,1499,312,374,60,144
357,1570,123,271,25,76
357,1547,225,274,25,76
358,1570,133,272,26,76
358,1547,227,273,25,78
359,1570,138,272,28,77
359,1567,104,270,30,81
359,1547,226,276,24,69
360,1570,142,276,24,70
360,1547,224,277,27,70
361,1570,145,259,28,79
361,1547,225,279,28,69
362,1570,143,264,30,80
362,1547,221,280,32,81
363,1570,137,267,29,79
363,1547,220,274,31,79
364,1570,134,269,29,77
365,1570,125,269,31,78
366,1570,128,266,33,81
367,1595,203,275,33,79
367,1570,134,268,32,80
368,1595,204,272,32,80
368,1570,142,270,31,79
369,1595,199,267,34,84
373,1606,112,255,32,82
374,1606,118,261,32,83
375,1606,121,267,31,80
376,1620,202,278,29,67
376,1606,118,269,31,80
377,1620,202,276,28,68
378,1620,204,272,28,71
379,1620,200,275,28,70
381,1620,206,275,28,69
382,1620,208,273,29,71
383,1620,208,274,29,71
384,1642,125,267,33,83
385,1642,127,273,28,77
386,1642,117,271,28,77
387,1642,117,275,25,75
387,1620,203,276,32,70
388,1642,117,275,25,75
389,1642,116,277,24,73
390,1642,110,271,25,77
400,1703,206,273,30,68
401,1704,486,238,22,38
401,1703,201,275,29,69
402,1704,486,240,21,39
402,1703,189,276,30,73
403,1704,484,240,22,38
403,1703,185,275,30,73
404,1704,486,240,20,35
404,1703,186,275,29,73
405,1704,486,240,21,37
405,1703,180,275,30,73
406,1704,488,240,22,37
407,1704,486,242,21,38
408,1704,485,240,22,40
409,1704,484,241,21,40
410,1704,484,242,21,38
411,1750,187,274,28,74
411,1704,485,240,21,37
412,1750,180,275,29,75
412,1704,485,241,20,35
413,1704,486,240,21,35
414,1704,486,242,21,34
415,1758,90,270,33,79
415,1704,487,241,20,33
416,1758,91,270,31,77
417,1766,118,263,35,91
417,1758,79,271,34,84
418,1777,204,274,28,72
418,1766,123,250,35,96
418,1758,74,270,33,83
419,1777,202,274,29,72
419,1766,126,249,35,94
419,1758,71,267,33,84
421,1777,200,276,28,70
421,1766,135,241,30,82
422,1777,197,276,28,68
422,1766,143,231,26,70
423,1777,188,277,28,68
423,1704,490,239,21,35
424,1704,489,239,22,35
425,1704,488,240,21,36
426,1704,489,241,21,36
427,1802,83,270,30,81
427,1704,488,239,22,35
428,1812,196,389,51,108
428,1802,91,267,29,83
428,1704,489,239,21,38
429,1815,141,268,31,84
429,1812,195,391,51,106
429,1802,100,270,30,79
429,1704,490,238,21,38
430,1819,203,273,32,69
430,1818,173,268,30,76
430,1815,138,267,29,84
430,1812,196,392,49,105
430,1802,96,269,28,80
431,1819,201,275,31,68
431,1818,168,272,28,73
431,1815,140,269,29,83
431,1812,196,392,48,104
431,1802,101,270,29,80
432,1819,199,274,31,69
432,1818,175,270,30,75
432,1815,137,265,31,89
432,1812,195,390,48,107
432,1802,101,268,30,84
433,1819,198,272,34,72
433,1818,178,270,30,76
433,1815,140,270,31,89
433,1812,192,397,48,104
433,1802,98,268,28,81
434,1832,48,263,32,86
434,1818,171,275,30,75
434,1815,139,269,32,89
434,1812,194,394,48,105
434,1802,91,268,30,81
435,1818,161,276,31,77
435,1815,141,267,31,89
435,1812,194,391,49,106
435,1704,486,243,22,37
436,1818,166,277,30,76
436,1815,146,271,32,86
436,1812,196,390,50,107
436,1704,487,239,23,37
437,1818,166,277,29,76
437,1812,195,390,51,107
437,1704,486,241,22,38
438,1818,167,275,28,77
438,1812,197,390,52,107
438,1704,483,240,23,40
439,1818,162,273,30,78
439,1812,196,391,53,105
439,1704,486,239,22,38
440,1818,160,272,30,79
440,1812,195,392,54,105
440,1704,487,239,23,38
441,1863,191,274,30,72
441,1812,196,393,53,104
441,1704,487,239,22,37
442,1863,188,273,32,73
442,1812,194,392,53,105
442,1704,488,238,22,37
443,1867,54,273,36,75
443,1863,180,270,32,74
443,1812,193,391,54,106
443,1704,486,238,22,35
444,1867,51,272,33,72
444,1863,164,271,33,79
444,1812,194,389,53,107
445,1867,37,276,35,74
445,1812,195,391,52,106
446,1812,196,390,52,106
447,1877,132,264,30,82
447,1812,194,392,53,105
447,1704,482,240,21,37
448,1877,132,268,28,78
448,1812,196,393,51,104
448,1704,486,240,20,38
449,1877,141,270,27,77
449,1812,196,392,52,105
449,1704,486,242,19,38
450,1812,195,391,51,106
450,1704,487,240,19,37
451,1704,481,243,20,37
452,1704,483,244,19,37
454,1909,185,269,27,72
455,1909,188,270,27,72
456,1929,213,273,29,71
456,1909,188,269,27,74
456,1704,484,243,20,38
457,1929,215,271,30,74
457,1909,189,268,26,75
457,1704,486,243,20,36
458,1937,142,263,27,85
458,1929,222,272,31,73
458,1909,189,267,27,77
458,1704,486,242,20,36
459,1937,143,252,30,91
459,1929,224,272,30,73
459,1909,190,268,28,77
459,1704,485,239,21,37
461,1944,85,258,30,82
461,1937,138,257,32,91
461,1929,226,272,31,74
461,1909,187,266,28,79
462,1944,82,267,31,79
462,1937,142,260,31,90
462,1929,225,273,31,73
462,1909,185,266,29,80
463,1937,144,262,29,88
463,1929,224,273,31,73
463,1909,185,269,28,78
466,1969,83,276,29,72
467,1975,209,279,22,60
467,1969,83,276,29,75
467,1937,130,266,27,83
468,1975,208,276,25,65
468,1974,160,268,28,75
468,1969,88,271,29,80
469,1975,205,274,27,69
469,1969,93,257,30,82
470,1969,88,268,30,79
471,1969,84,270,29,80
472,1969,91,267,31,82
473,1992,481,238,23,43
474,1998,118,269,30,82
474,1997,30,254,34,90
475,1997,22,266,37,93
476,1997,29,265,33,88
476,1989,158,252,29,89
476,1969,86,268,29,82
477,1992,483,239,21,41
477,1989,165,263,28,83
477,1969,85,274,28,78
478,1992,482,240,21,40
478,1969,82,273,28,76
479,2024,159,260,28,90
479,2019,230,268,30,79
479,1992,482,239,21,38
479,1969,80,268,31,82
480,2028,262,245,26,40
480,2024,165,252,30,88
485,1969,87,271,36,92
486,2019,221,271,30,74
486,1969,82,271,37,94
487,2054,182,269,31,77
487,2019,220,275,30,74
487,1969,85,269,36,87
488,2019,221,277,29,73
488,1969,80,275,34,85
489,2019,223,275,29,72
490,2075,574,267,23,49
490,2019,214,284,34,82
491,2081,585,260,23,43
491,2075,573,267,25,51
492,2096,30,257,33,114
492,2081,586,259,22,43
492,2075,572,267,25,48
492,1969,86,266,30,90
493,1969,91,270,29,89
494,2019,215,275,30,73
494,1969,81,272,31,88
495,2019,217,275,30,72
495,1969,88,267,30,87
496,1969,80,270,29,86
497,1969,84,269,29,84
498,1969,84,270,30,85
499,1969,84,270,31,84
501,2126,121,254,30,85
501,2121,163,264,26,86
501,2120,483,244,22,35
501,1969,87,271,30,79
502,2128,223,277,28,70
502,2121,161,265,26,86
502,1969,82,268,30,82
503,2128,223,277,27,70
504,2128,215,278,26,68
505,2153,490,235,24,40
505,2128,206,276,26,69
505,2126,138,254,30,89
506,2157,88,251,31,88
507,2157,93,267,29,89
509,2173,162,251,31,97
510,2174,217,273,30,70
511,2174,219,274,30,71
512,2183,60,273,35,68
512,2174,224,275,30,70
512,2167,166,238,17,40
513,2188,97,247,31,93
513,2174,223,276,30,69
514,2188,101,246,30,90
514,2174,219,276,29,69
515,2188,104,251,30,84
515,2174,223,277,28,69
516,2188,103,258,31,89
516,2174,219,275,29,70
517,2188,105,261,31,90
517,2174,214,275,28,71
518,2174,211,276,27,70
519,2174,207,275,28,72
520,2207,138,251,32,89
520,2174,208,274,30,70
521,2174,211,273,31,70
522,2213,34,271,38,86
522,2174,214,273,30,69
523,2174,216,271,32,72
524,2215,96,263,30,89
524,2207,134,263,31,86
524,2174,215,271,33,74
525,2215,103,266,29,85
525,2207,126,266,29,82
525,2174,216,270,32,74
526,2207,128,270,29,82
526,2174,218,272,31,74
530,2207,140,268,25,82
535,2257,420,261,25,31
536,2260,565,266,29,57
544,2289,77,267,28,88
547,2332,626,267,31,77
548,2339,403,339,45,74
548,2332,623,267,31,78
549,2344,179,274,34,75
549,2339,404,339,47,74
549,2332,625,269,30,75
550,2351,123,268,25,82
550,2339,403,339,46,75
551,2356,226,268,31,81
551,2351,121,278,28,83
552,2356,219,265,33,84
552,2342,615,260,33,73
553,2365,160,269,32,78
553,2356,210,266,33,83
553,2342,619,269,34,71
554,2372,748,288,40,125
554,2364,74,261,36,103
554,2356,211,267,31,80
554,2342,618,293,40,92
555,2364,79,263,34,96
555,2356,209,271,31,78
556,2364,81,264,31,91
556,2356,202,269,30,75
557,2382,587,286,51,138
557,2364,81,263,29,90
559,2390,40,259,37,95
559,2365,126,266,34,80
560,2396,764,417,35,140
560,2390,35,259,33,95
561,2401,656,291,43,124
562,2402,224,274,29,70
562,2401,662,292,43,124
562,2397,96,265,28,84
562,2391,170,268,29,77
563,2402,229,274,31,73
563,2397,98,266,29,85
563,2391,182,265,32,82
563,2365,120,270,32,81
564,2391,184,266,31,83
564,2365,118,267,33,83
568,2433,462,299,39,117
573,2467,6,387,43,114
573,2414,638,272,32,72
574,2467,5,391,40,108
574,2414,645,272,34,71
575,2469,150,252,29,77
579,2495,38,277,32,84
581,2499,470,242,23,39
582,2499,470,240,23,42
582,2469,140,252,31,82
583,2499,470,242,23,39
583,2469,134,259,31,84
584,2499,470,244,22,37
585,2499,469,244,23,37
586,2499,470,245,22,35
587,2542,456,394,42,111
587,2499,471,244,21,35
588,2499,469,245,22,34
589,2499,469,247,22,34
590,2559,204,275,25,76
590,2558,163,267,27,84
590,2553,74,299,45,104
590,2499,470,245,21,34
591,2559,208,280,28,80
591,2558,161,270,29,92
591,2499,471,246,21,33
592,2559,206,277,27,77
592,2558,158,263,27,80
592,2499,474,246,21,32
593,2499,474,246,20,31
594,2499,472,247,20,31
595,2586,274,237,20,52
595,2579,88,273,29,89
595,2574,130,270,32,90
595,2499,472,246,21,32
596,2586,272,237,20,50
596,2579,91,266,29,86
596,2574,142,267,30,89
596,2559,216,275,26,69
596,2499,471,246,21,33
597,2579,94,267,27,83
597,2574,136,263,29,88
597,2559,212,273,26,70
597,2499,470,244,21,37
598,2579,86,265,28,85
598,2574,126,260,30,91
598,2559,220,272,26,73
598,2499,471,245,21,37
599,2610,633,259,29,74
599,2579,90,267,29,90
599,2499,472,244,21,37
600,2610,631,264,32,77
600,2499,474,244,20,38
601,2610,641,255,29,79
601,2499,471,245,20,36
602,2610,639,259,28,75
602,2499,470,246,21,36
603,2579,91,265,28,88
603,2499,473,246,20,36
604,2499,472,244,20,38
605,2642,202,275,26,72
605,2499,468,244,20,38
606,2610,627,262,31,77
606,2499,464,243,21,39
607,2610,625,259,31,78
607,2499,470,244,21,39
608,2499,463,242,23,40
609,2499,462,242,22,40
610,2499,464,244,23,38
611,2672,207,272,26,73
611,2499,465,244,23,37
612,2681,407,334,52,97
612,2672,207,272,26,74
612,2639,165,267,29,77
612,2499,465,244,23,37
613,2672,211,275,27,73
613,2499,469,245,22,36
614,2695,348,340,39,74
614,2672,214,275,29,73
615,2699,644,253,26,81
615,2695,347,340,41,75
615,2672,209,274,31,72
616,2705,386,336,49,81
616,2699,644,253,26,84
616,2695,349,342,40,72
616,2681,415,381,60,130
616,2677,96,263,29,95
616,2672,208,274,30,73
617,2705,387,336,48,79
617,2699,643,261,28,83
617,2695,351,343,39,70
617,2681,415,378,60,136
617,2677,94,260,28,96
617,2672,208,273,31,73
617,2499,466,245,22,35
618,2720,732,432,60,201
618,2705,382,338,48,75
618,2699,639,260,30,75
618,2695,352,340,40,74
618,2681,413,371,59,135
618,2672,201,269,30,75
618,2499,466,244,23,35
619,2720,734,433,59,198
619,2705,383,330,48,70
619,2699,632,264,32,77
619,2695,348,341,41,76
619,2499,466,244,23,35
621,2720,732,429,64,204
621,2710,44,258,37,83
621,2699,628,258,33,77
621,2695,349,341,40,76
621,2499,465,244,23,36
622,2724,187,269,31,78
622,2699,637,262,29,74
622,2695,352,351,37,72
623,2737,387,341,57,153
623,2724,185,268,31,77
623,2699,643,267,32,72
623,2695,350,345,38,73
624,2737,386,340,56,154
624,2699,645,265,32,72
624,2695,349,340,38,74
625,2747,57,267,32,80
625,2741,603,269,35,71
625,2730,98,264,28,91
625,2695,338,344,37,73
625,2499,467,244,23,36
626,2748,218,274,27,71
626,2730,96,263,28,89
626,2695,333,343,38,72
626,2499,466,245,23,35
627,2748,217,273,27,71
627,2695,329,343,38,71
627,2499,466,244,23,36
628,2759,367,356,58,146
628,2695,325,342,39,73
628,2499,466,244,23,36
629,2759,372,354,59,144
629,2695,326,342,39,73
630,2759,378,358,58,137
630,2730,99,258,30,93
630,2695,335,341,38,73
631,2764,52,262,33,85
631,2695,340,345,37,72
632,2695,329,345,35,72
632,2499,458,244,23,36
633,2784,225,274,30,73
633,2499,458,243,24,36
634,2499,457,243,25,37
635,2499,457,242,25,39
636,2798,682,259,39,64
636,2499,458,243,25,39
637,2803,122,263,27,88
637,2798,685,262,37,67
637,2499,458,244,25,38
638,2803,126,261,29,89
638,2798,687,264,35,67
638,2781,61,260,28,89
638,2499,459,242,23,39
639,2811,174,256,30,81
639,2798,690,266,30,55
639,2781,48,263,29,88
639,2499,457,240,24,42
641,2826,700,272,38,74
642,2826,700,269,39,77
643,2826,701,263,42,72
643,2499,459,242,24,38
644,2826,702,261,43,69
644,2499,459,242,23,38
645,2848,318,466,61,156
645,2835,115,264,33,89
645,2826,702,261,42,68
645,2499,460,243,23,38
646,2848,306,466,62,159
646,2499,461,242,22,39
647,2499,459,243,23,39
648,2499,459,243,23,38
649,2499,458,244,23,38
650,2870,50,259,30,74
650,2499,459,243,23,39
651,2499,460,243,23,36
652,2499,461,243,22,37
653,2499,460,242,23,38
654,2499,459,244,23,37
655,2499,459,244,22,37
656,2499,460,244,22,37
657,2499,461,243,23,38
658,2499,461,243,23,40
659,2918,95,259,27,97
659,2884,119,266,31,88
659,2499,461,243,23,39
661,2870,34,262,34,94
661,2499,459,243,23,40
662,2870,28,261,37,92
662,2499,461,243,22,40
663,2870,32,262,34,89
663,2499,462,243,22,39
664,2918,136,263,31,91
664,2499,461,244,22,38
665,2499,463,243,21,39
666,2948,348,359,47,60
666,2499,462,242,22,39
667,2948,350,359,48,60
667,2499,463,243,22,37
668,2965,627,418,62,169
668,2948,349,359,48,61
668,2499,463,242,22,40
669,2975,287,370,40,113
669,2965,643,432,64,176
669,2948,346,359,48,61
669,2499,463,241,22,41
670,2980,220,279,31,78
670,2965,661,433,80,204
670,2499,461,242,22,40
671,2980,230,282,24,64
